no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
0,1,1,3500000,10600000,4,389,8300000,4800000,9100000,2500000,1,3.0285714285714285,24700000,2.330188679245283,0
2,1,1,4800000,17500000,20,381,400000,6900000,13400000,7000000,0,3.6458333333333335,27700000,1.582857142857143,0
5,1,1,6100000,14400000,16,400,9200000,2800000,23800000,5600000,0,2.360655737704918,41400000,2.875,0
5,1,1,5200000,12700000,16,718,11700000,100000,18100000,7200000,1,2.4423076923076925,37100000,2.921259842519685,2
5,0,1,4100000,12400000,8,309,8200000,1000000,13000000,3300000,0,3.024390243902439,25500000,2.056451612903226,0
5,0,0,3200000,7400000,2,838,2200000,2900000,10200000,3600000,1,2.3125,18900000,2.554054054054054,2
3,0,1,7500000,21600000,14,678,8800000,12100000,20100000,11200000,1,2.88,52200000,2.4166666666666665,1
2,0,1,1500000,4500000,14,826,3200000,1700000,4600000,1600000,1,3.0,11100000,2.466666666666667,2
4,1,1,1200000,3100000,16,348,1200000,2200000,3500000,1700000,0,2.5833333333333335,8600000,2.774193548387097,0
1,1,1,8400000,19700000,6,476,24700000,16500000,31800000,12100000,0,2.3452380952380953,85100000,4.319796954314721,0
0,0,1,7900000,26300000,8,666,4600000,9200000,18400000,11800000,1,3.329113924050633,44000000,1.673003802281369,1
1,1,1,2100000,4300000,20,896,100000,2300000,7500000,2300000,1,2.0476190476190474,12200000,2.8372093023255816,2
2,1,0,2500000,7000000,20,547,800000,1200000,5200000,2300000,0,2.8,9500000,1.3571428571428572,1
2,0,1,3700000,13900000,2,405,5900000,3200000,9100000,5500000,1,3.7567567567567566,23700000,1.7050359712230216,0
5,1,0,1100000,4000000,16,498,400000,100000,2300000,700000,0,3.6363636363636362,3500000,0.875,0
5,1,0,6500000,24800000,8,779,7000000,9600000,15700000,8800000,1,3.8153846153846156,41100000,1.657258064516129,2
0,0,1,8200000,31500000,8,403,11500000,8800000,19000000,6100000,0,3.841463414634146,45400000,1.4412698412698413,0
2,0,0,5000000,12400000,8,709,11300000,6800000,13300000,4200000,1,2.48,35600000,2.870967741935484,2
1,0,0,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0,4.0,12000000,2.0,1
5,0,0,3700000,9100000,18,368,3400000,2400000,8400000,3300000,0,2.4594594594594597,17500000,1.9230769230769231,0
3,1,1,4100000,14600000,16,760,4700000,6600000,14900000,3000000,1,3.5609756097560976,29200000,2.0,2
2,0,0,7200000,16800000,6,796,6600000,6100000,14400000,9800000,1,2.3333333333333335,36900000,2.1964285714285716,2
1,1,0,2000000,5000000,6,876,500000,2900000,5800000,1500000,1,2.5,10700000,2.14,2
3,0,0,2000000,4700000,14,673,800000,3400000,5900000,1500000,1,2.35,11600000,2.4680851063829787,1
1,1,1,5100000,11500000,4,747,5000000,8900000,14100000,7000000,1,2.2549019607843137,35000000,3.0434782608695654,2
1,0,0,6000000,13600000,12,589,9000000,300000,12600000,7100000,1,2.2666666666666666,29000000,2.1323529411764706,1
1,1,0,4900000,18100000,8,382,13600000,400000,15500000,2400000,0,3.693877551020408,31900000,1.7624309392265194,0
3,0,1,900000,2300000,12,900,1300000,0,3300000,1100000,1,2.5555555555555554,5700000,2.4782608695652173,2
1,1,1,7500000,25000000,18,628,3500000,2200000,21700000,4700000,1,3.3333333333333335,32100000,1.284,1
2,1,0,6400000,25000000,12,667,13500000,5500000,25500000,5400000,1,3.90625,49900000,1.996,1
2,1,1,8700000,26400000,2,778,8500000,2400000,28800000,10300000,1,3.0344827586206895,50000000,1.893939393939394,2
4,1,1,7300000,17200000,18,831,18500000,4300000,23000000,5200000,1,2.356164383561644,51000000,2.9651162790697674,2
5,1,0,7400000,27100000,4,320,19800000,14600000,25200000,9400000,1,3.6621621621621623,69000000,2.5461254612546127,0
2,1,0,2700000,9300000,16,656,7700000,2500000,6400000,3600000,1,3.4444444444444446,20200000,2.172043010752688,1
3,1,0,3400000,8900000,6,896,4200000,4800000,10200000,4200000,1,2.6176470588235294,23400000,2.6292134831460676,2
3,0,1,2100000,7400000,4,320,3300000,2700000,6300000,2200000,1,3.5238095238095237,14500000,1.9594594594594594,0
2,0,0,3100000,10500000,10,751,5500000,5900000,9000000,1600000,1,3.3870967741935485,22000000,2.0952380952380953,2
5,0,0,4700000,17400000,2,523,10600000,7000000,10900000,5200000,1,3.702127659574468,33700000,1.9367816091954022,1
5,1,0,3100000,10500000,6,584,7700000,2100000,10900000,2900000,1,3.3870967741935485,23600000,2.2476190476190476,1
2,0,0,5700000,20400000,2,630,3000000,3100000,22600000,2900000,1,3.5789473684210527,31600000,1.5490196078431373,1
3,1,1,2300000,8000000,14,472,4400000,3300000,7700000,1800000,0,3.4782608695652173,17200000,2.15,0
0,0,1,6600000,18500000,16,802,14600000,1100000,21800000,9700000,1,2.803030303030303,47200000,2.5513513513513515,2
2,1,1,2700000,6400000,18,547,5000000,1700000,9200000,1700000,0,2.3703703703703702,17600000,2.75,1
1,0,1,800000,2800000,16,726,2000000,1300000,3100000,1200000,1,3.5,7600000,2.7142857142857144,2
1,1,0,6600000,18500000,8,712,2300000,3200000,24400000,7600000,1,2.803030303030303,37500000,2.027027027027027,2
3,1,0,3900000,10700000,6,790,10600000,1900000,12500000,2700000,1,2.7435897435897436,27700000,2.588785046728972,2
5,0,0,200000,600000,16,396,0,0,500000,200000,0,3.0,700000,1.1666666666666667,0
3,1,0,2000000,4200000,6,831,1300000,1700000,6900000,1200000,1,2.1,11100000,2.642857142857143,2
2,1,1,9100000,20900000,20,632,4200000,400000,30000000,13200000,1,2.2967032967032965,47800000,2.287081339712919,1
3,1,0,4700000,10800000,8,527,13300000,3100000,13600000,4800000,0,2.297872340425532,34800000,3.2222222222222223,1
3,0,1,3200000,11100000,6,708,8900000,5700000,8100000,1500000,1,3.46875,24200000,2.18018018018018,2
2,0,0,1700000,4200000,14,829,200000,1600000,4600000,1600000,1,2.4705882352941178,8000000,1.9047619047619047,2
1,0,0,2600000,8100000,12,854,4500000,5100000,6300000,2500000,1,3.1153846153846154,18400000,2.271604938271605,2
3,0,1,2700000,6700000,14,899,2400000,4200000,6000000,2000000,1,2.4814814814814814,14600000,2.1791044776119404,2
0,0,1,3600000,13400000,6,589,3600000,0,11200000,4000000,1,3.7222222222222223,18800000,1.4029850746268657,1
4,1,1,7200000,26000000,6,571,4700000,0,22600000,4200000,1,3.611111111111111,31500000,1.2115384615384615,1
2,0,1,2500000,6400000,6,708,6900000,200000,9900000,3500000,1,2.56,20500000,3.203125,2
2,0,0,5500000,19600000,16,328,2400000,4800000,10900000,3700000,0,3.5636363636363635,21800000,1.1122448979591837,0
3,1,1,9200000,33500000,8,564,20800000,15200000,29800000,11400000,1,3.641304347826087,77200000,2.3044776119402983,1
3,0,0,9000000,19000000,8,693,18300000,4500000,29600000,7200000,1,2.111111111111111,59600000,3.136842105263158,1
4,0,1,5900000,15000000,14,626,16400000,4600000,17600000,8200000,1,2.542372881355932,46800000,3.12,1
4,1,0,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0,2.7857142857142856,42200000,2.7051282051282053,0
2,0,1,3200000,12500000,8,849,400000,5300000,10400000,4400000,1,3.90625,20500000,1.64,2
5,0,0,9100000,27800000,16,547,21900000,7000000,31900000,9400000,0,3.0549450549450547,70200000,2.5251798561151078,1
0,0,1,4600000,15100000,2,417,5600000,3900000,11800000,6600000,1,3.282608695652174,27900000,1.8476821192052981,0
4,1,0,7300000,14900000,2,358,13600000,12300000,20400000,7300000,0,2.041095890410959,53600000,3.597315436241611,0
5,0,1,1300000,3100000,16,826,200000,1700000,5100000,1400000,1,2.3846153846153846,8400000,2.7096774193548385,2
0,0,0,1800000,4200000,6,836,1300000,1900000,6800000,2000000,1,2.3333333333333335,12000000,2.857142857142857,2
3,1,0,500000,1700000,10,509,400000,300000,1400000,300000,0,3.4,2400000,1.411764705882353,1
2,0,1,5700000,20500000,20,581,15200000,7800000,11400000,8500000,1,3.5964912280701755,42900000,2.0926829268292684,1
4,1,0,300000,1100000,4,359,100000,0,1000000,200000,1,3.6666666666666665,1300000,1.1818181818181819,0
5,1,1,2100000,7100000,10,517,1200000,2900000,5400000,1400000,0,3.380952380952381,10900000,1.5352112676056338,1
1,0,1,5700000,20100000,14,442,11700000,7300000,17900000,6500000,0,3.526315789473684,43400000,2.1592039800995027,0
1,0,1,1100000,2700000,16,346,1900000,300000,2200000,800000,0,2.4545454545454546,5200000,1.9259259259259258,0
5,1,0,9300000,34000000,6,742,4200000,600000,32800000,8200000,1,3.6559139784946235,45800000,1.3470588235294119,2
1,1,1,3500000,8100000,10,626,7100000,5500000,7200000,2900000,1,2.3142857142857145,22700000,2.802469135802469,1
0,0,1,8200000,28800000,4,619,9000000,1100000,23000000,6300000,1,3.5121951219512195,39400000,1.3680555555555556,1
2,0,1,7500000,17900000,20,734,9100000,5500000,23000000,4900000,1,2.3866666666666667,42500000,2.374301675977654,2
1,1,1,7000000,25600000,6,420,15100000,11500000,15300000,8700000,0,3.657142857142857,50600000,1.9765625,0
5,0,1,3900000,8300000,18,600,3900000,600000,10400000,5600000,1,2.128205128205128,20500000,2.4698795180722892,1
3,1,1,4700000,13200000,12,440,4000000,3300000,16600000,4300000,0,2.8085106382978724,28200000,2.1363636363636362,0
5,0,1,1700000,5200000,16,820,1700000,1200000,4000000,1000000,1,3.0588235294117645,7900000,1.5192307692307692,2
0,1,0,2500000,7800000,8,437,5800000,0,5800000,3300000,0,3.12,14900000,1.9102564102564104,0
1,0,1,400000,1400000,12,468,700000,0,1500000,400000,0,3.5,2600000,1.8571428571428572,0
0,0,1,2400000,9100000,8,368,2200000,200000,5600000,3300000,0,3.7916666666666665,11300000,1.2417582417582418,0
4,1,0,5700000,21900000,2,871,3200000,1700000,14400000,6100000,1,3.8421052631578947,25400000,1.1598173515981736,2
1,1,0,9800000,37900000,4,816,21800000,12200000,26100000,8500000,1,3.86734693877551,68600000,1.8100263852242744,2
5,1,0,9000000,32800000,4,773,10600000,4100000,18900000,11500000,1,3.6444444444444444,45100000,1.375,2
3,0,0,800000,3000000,14,576,1200000,1300000,2600000,400000,1,3.75,5500000,1.8333333333333333,1
1,1,0,1600000,4500000,14,673,1900000,2700000,3700000,1300000,1,2.8125,9600000,2.1333333333333333,1
0,1,1,9800000,34100000,20,760,21500000,9400000,33400000,13600000,1,3.479591836734694,77900000,2.2844574780058653,2
5,0,1,2900000,7500000,12,678,3400000,3000000,10900000,3700000,1,2.586206896551724,21000000,2.8,1
4,0,1,3900000,12000000,14,893,6000000,4700000,12900000,5200000,1,3.076923076923077,28800000,2.4,2
0,1,1,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1,2.727272727272727,21600000,2.4,2
3,1,1,700000,2200000,8,617,1600000,400000,2400000,900000,1,3.142857142857143,5300000,2.409090909090909,1
3,0,1,8400000,29500000,20,661,14600000,3400000,28900000,10900000,1,3.511904761904762,57800000,1.959322033898305,1
1,1,1,4000000,12100000,12,356,10500000,2500000,15600000,5000000,0,3.025,33600000,2.7768595041322315,0
0,0,1,1900000,6300000,16,811,1100000,100000,5100000,1900000,1,3.3157894736842106,8200000,1.3015873015873016,2
0,0,0,3900000,14600000,2,730,9200000,4000000,14600000,5400000,1,3.7435897435897436,33200000,2.2739726027397262,2
5,0,0,7400000,18000000,2,792,5300000,9400000,19900000,5300000,1,2.4324324324324325,39900000,2.216666666666667,2
5,0,1,5900000,16000000,6,798,15900000,5000000,12300000,3100000,1,2.711864406779661,36300000,2.26875,2
2,0,0,1400000,2900000,12,490,600000,1600000,5500000,1300000,0,2.0714285714285716,9000000,3.103448275862069,0
2,1,1,1800000,5500000,6,448,2900000,300000,5600000,1300000,0,3.0555555555555554,10100000,1.8363636363636364,0
0,1,1,1000000,3100000,6,525,1900000,1700000,2800000,1400000,0,3.1,7800000,2.5161290322580645,1
1,1,0,7400000,19200000,20,415,2200000,4800000,29200000,7000000,0,2.5945945945945947,43200000,2.25,0
5,1,0,2700000,10600000,16,496,800000,2900000,9700000,2400000,0,3.925925925925926,15800000,1.490566037735849,0
1,0,1,3600000,13100000,8,543,2900000,100000,9900000,2700000,0,3.638888888888889,15600000,1.1908396946564885,1
5,1,0,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0,2.6285714285714286,37400000,2.032608695652174,1
4,0,1,5000000,18000000,14,307,5300000,5600000,12800000,3300000,0,3.6,27000000,1.5,0
2,1,0,1800000,5700000,14,502,1400000,1100000,4400000,1300000,0,3.1666666666666665,8200000,1.4385964912280702,1
2,1,1,4700000,12000000,6,505,3400000,3800000,18000000,2300000,0,2.5531914893617023,27500000,2.2916666666666665,1
2,0,1,6700000,23100000,4,304,14400000,7100000,24300000,10000000,1,3.4477611940298507,55800000,2.4155844155844157,0
5,0,0,5800000,17500000,10,719,5800000,1900000,12400000,3100000,1,3.0172413793103448,23200000,1.3257142857142856,2
0,1,1,5900000,22700000,18,855,13400000,6300000,14500000,4000000,1,3.847457627118644,38200000,1.6828193832599119,2
4,0,0,6000000,15800000,18,593,6800000,4800000,13200000,6400000,1,2.6333333333333333,31200000,1.9746835443037976,1
1,0,1,700000,1400000,10,523,700000,1100000,1600000,900000,0,2.0,4300000,3.0714285714285716,1
0,0,1,3700000,13100000,14,385,10600000,6800000,9200000,4900000,0,3.5405405405405403,31500000,2.404580152671756,0
0,1,1,7100000,19300000,6,783,3900000,4800000,21800000,5000000,1,2.7183098591549295,35500000,1.839378238341969,2
5,1,1,1100000,3900000,2,538,400000,1300000,4300000,1600000,1,3.5454545454545454,7600000,1.9487179487179487,1
3,0,1,9500000,20100000,2,506,16800000,800000,32700000,11000000,0,2.1157894736842104,61300000,3.0497512437810945,1
4,0,1,2200000,8600000,2,461,1400000,3000000,4700000,2100000,1,3.909090909090909,11200000,1.302325581395349,0
4,0,1,5500000,20000000,8,666,3800000,4700000,18000000,7900000,1,3.6363636363636362,34400000,1.72,1
3,0,1,4400000,16300000,20,561,5500000,8000000,12000000,4000000,1,3.7045454545454546,29500000,1.8098159509202454,1
5,0,0,5000000,10800000,10,345,12300000,5000000,14100000,6300000,0,2.16,37700000,3.490740740740741,0
4,0,1,6100000,12500000,14,862,11300000,1500000,21900000,6800000,1,2.0491803278688523,41500000,3.32,2
3,0,0,8100000,22300000,10,686,20400000,8700000,19200000,6200000,1,2.753086419753086,54500000,2.4439461883408073,1
4,1,1,7000000,19600000,8,708,17600000,2600000,24300000,4500000,1,2.8,49000000,2.5,2
4,0,0,5600000,14800000,20,656,9600000,9200000,11600000,6500000,1,2.642857142857143,36900000,2.4932432432432434,1
4,1,0,1800000,7000000,14,743,2600000,1000000,4500000,1500000,1,3.888888888888889,9600000,1.3714285714285714,2
2,1,0,3600000,12100000,14,408,10100000,4200000,13000000,5400000,0,3.361111111111111,32700000,2.7024793388429753,0
5,1,0,600000,1300000,14,408,1000000,300000,1600000,900000,0,2.1666666666666665,3800000,2.923076923076923,0
1,1,1,4900000,16500000,12,439,7500000,1400000,10300000,7200000,0,3.36734693877551,26400000,1.6,0
3,1,1,3000000,7100000,6,415,2000000,5700000,9500000,2500000,0,2.3666666666666667,19700000,2.7746478873239435,0
0,0,1,3800000,10600000,12,490,3300000,6500000,14400000,3100000,0,2.789473684210526,27300000,2.5754716981132075,0
1,1,1,7600000,30000000,16,884,13300000,3600000,17200000,10800000,1,3.9473684210526314,44900000,1.4966666666666666,2
4,1,0,7800000,25400000,18,425,3000000,14000000,30500000,7200000,0,3.2564102564102564,54700000,2.1535433070866143,0
0,1,0,6800000,21700000,20,730,17500000,1300000,18600000,3600000,1,3.1911764705882355,41000000,1.8894009216589862,2
4,1,1,5900000,17300000,20,657,1500000,5600000,13000000,4100000,1,2.9322033898305087,24200000,1.3988439306358382,1
2,0,0,4900000,16800000,10,480,2200000,8900000,12600000,2700000,0,3.4285714285714284,26400000,1.5714285714285714,0
3,0,1,1100000,3100000,16,356,1300000,100000,3000000,1600000,0,2.8181818181818183,6000000,1.935483870967742,0
1,0,1,9800000,36000000,12,629,28000000,4100000,29800000,11200000,1,3.673469387755102,73100000,2.0305555555555554,1
1,1,1,1200000,4700000,2,667,1100000,300000,4200000,800000,1,3.9166666666666665,6400000,1.3617021276595744,1
0,0,0,4700000,11500000,18,559,7500000,0,18700000,2600000,1,2.4468085106382977,28800000,2.5043478260869567,1
4,1,0,6700000,16000000,4,791,0,13000000,20700000,5200000,1,2.388059701492537,38900000,2.43125,2
0,0,1,3700000,11300000,6,538,6200000,400000,10400000,5400000,0,3.054054054054054,22400000,1.9823008849557522,1
2,1,0,7400000,16000000,20,358,16700000,5500000,26800000,4300000,0,2.1621621621621623,53300000,3.33125,0
2,0,0,3300000,11700000,14,439,4000000,6300000,8300000,1700000,0,3.5454545454545454,20300000,1.735042735042735,0
2,1,1,4800000,15300000,12,503,3300000,4000000,12000000,4300000,0,3.1875,23600000,1.542483660130719,1
4,1,1,4600000,11900000,6,810,11200000,8200000,17500000,5200000,1,2.5869565217391304,42100000,3.53781512605042,2
1,1,1,8000000,30600000,14,302,12700000,13100000,23900000,6800000,0,3.825,56500000,1.84640522875817,0
0,0,0,4100000,8800000,18,300,10900000,6400000,8600000,3500000,0,2.1463414634146343,29400000,3.340909090909091,0
4,0,0,2600000,7200000,16,612,1300000,1000000,5800000,1400000,1,2.769230769230769,9500000,1.3194444444444444,1
3,0,0,1300000,5000000,6,686,2700000,2000000,4100000,900000,1,3.8461538461538463,9700000,1.94,1
0,1,1,2300000,4900000,12,409,3300000,2400000,4700000,3200000,0,2.130434782608696,13600000,2.7755102040816326,0
5,1,0,300000,900000,6,492,800000,300000,700000,400000,0,3.0,2200000,2.4444444444444446,0
0,1,1,7000000,21700000,20,498,6600000,5500000,14700000,3900000,0,3.1,30700000,1.4147465437788018,0
3,0,1,4400000,10900000,18,611,8600000,6300000,8800000,3000000,1,2.477272727272727,26700000,2.44954128440367,1
5,0,1,5100000,11800000,6,776,7600000,400000,10500000,4400000,1,2.3137254901960786,22900000,1.9406779661016949,2
1,0,0,5900000,13000000,6,779,10800000,11600000,13100000,6600000,1,2.2033898305084745,42100000,3.2384615384615385,2
3,1,1,7800000,27200000,16,560,3600000,8100000,21800000,8600000,1,3.4871794871794872,42100000,1.5477941176470589,1
4,1,1,2200000,5100000,6,308,3200000,2600000,6600000,3100000,0,2.3181818181818183,15500000,3.0392156862745097,0
4,0,0,5400000,12600000,18,786,300000,2500000,21000000,6600000,1,2.3333333333333335,30400000,2.4126984126984126,2
1,0,0,7400000,29100000,8,597,12100000,4800000,16300000,7000000,1,3.9324324324324325,40200000,1.3814432989690721,1
4,1,0,5800000,12000000,12,811,9400000,8800000,14200000,3100000,1,2.0689655172413794,35500000,2.9583333333333335,2
1,1,1,5800000,13000000,12,862,11300000,8400000,12000000,3900000,1,2.2413793103448274,35600000,2.7384615384615385,2
3,0,1,4800000,14200000,12,369,3200000,200000,14000000,3000000,0,2.9583333333333335,20400000,1.4366197183098592,0
1,0,1,7400000,23900000,4,687,20800000,10900000,26100000,5600000,1,3.22972972972973,63400000,2.6527196652719667,1
0,0,1,9600000,19600000,12,500,21500000,700000,37600000,10900000,0,2.0416666666666665,70700000,3.607142857142857,0
2,0,1,200000,500000,6,746,400000,0,500000,0,1,2.5,900000,1.8,2
4,0,0,700000,2100000,14,619,1900000,700000,2400000,1000000,1,3.0,6000000,2.857142857142857,1
2,0,0,7600000,16700000,20,692,9900000,9600000,25100000,7400000,1,2.1973684210526314,52000000,3.1137724550898205,1
1,0,1,1400000,3300000,18,321,900000,1500000,3000000,700000,0,2.357142857142857,6100000,1.8484848484848484,0
2,0,1,3800000,15000000,14,730,10800000,2900000,10700000,3600000,1,3.9473684210526314,28000000,1.8666666666666667,2
3,0,0,2700000,10800000,6,480,4400000,0,10300000,3500000,0,4.0,18200000,1.6851851851851851,0
2,0,1,5000000,10700000,2,753,12600000,9000000,11500000,5700000,1,2.14,38800000,3.6261682242990654,2
4,1,1,9000000,28900000,6,637,11300000,1200000,33000000,4800000,1,3.2111111111111112,50300000,1.740484429065744,1
3,1,0,3700000,9000000,6,483,9300000,400000,9900000,3600000,0,2.4324324324324325,23200000,2.577777777777778,0
4,0,1,300000,1100000,4,315,700000,100000,900000,100000,1,3.6666666666666665,1800000,1.6363636363636365,0
4,1,0,1800000,4100000,8,777,2200000,2500000,3600000,1900000,1,2.2777777777777777,10200000,2.4878048780487805,2
2,1,0,7900000,17700000,4,402,20900000,11800000,25600000,8400000,0,2.240506329113924,66700000,3.768361581920904,0
4,1,1,2100000,7700000,8,493,4300000,400000,4400000,1300000,0,3.6666666666666665,10400000,1.3506493506493507,0
0,1,1,900000,3100000,4,355,1700000,100000,3000000,500000,1,3.4444444444444446,5300000,1.7096774193548387,0
3,1,0,9900000,23600000,18,557,18300000,8600000,23000000,9100000,1,2.3838383838383836,59000000,2.5,1
0,0,1,5600000,20000000,20,606,7100000,500000,20000000,7600000,1,3.5714285714285716,35200000,1.76,1
1,0,1,6000000,12200000,16,743,8800000,2600000,20600000,2900000,1,2.033333333333333,34900000,2.860655737704918,2
5,0,0,5700000,18400000,4,579,12800000,4000000,17200000,4900000,1,3.2280701754385963,38900000,2.114130434782609,1
0,1,1,9000000,33100000,20,734,2800000,5900000,25300000,10300000,1,3.6777777777777776,44300000,1.338368580060423,2
0,1,0,7300000,16100000,2,490,7600000,1400000,21800000,10700000,0,2.2054794520547945,41500000,2.577639751552795,0
5,1,0,5300000,20500000,16,802,11200000,7100000,21100000,4100000,1,3.8679245283018866,43500000,2.1219512195121952,2
1,0,1,3500000,7400000,16,867,500000,6600000,9500000,2100000,1,2.1142857142857143,18700000,2.527027027027027,2
0,0,0,1000000,2200000,12,302,2200000,400000,3700000,1400000,0,2.2,7700000,3.5,0
0,0,0,5100000,19900000,12,867,1800000,7100000,18300000,5700000,1,3.9019607843137254,32900000,1.6532663316582914,2
0,1,1,2900000,9900000,8,312,1800000,4500000,11200000,3700000,0,3.413793103448276,21200000,2.1414141414141414,0
3,0,0,7600000,19100000,14,762,14800000,15000000,23500000,7300000,1,2.513157894736842,60600000,3.1727748691099475,2
5,0,1,6000000,14700000,18,462,15400000,9700000,13800000,3500000,0,2.45,42400000,2.8843537414965987,0
1,1,0,6300000,18200000,18,849,4300000,5800000,15500000,5200000,1,2.888888888888889,30800000,1.6923076923076923,2
3,0,0,1900000,7400000,18,592,2300000,3000000,6000000,1800000,1,3.8947368421052633,13100000,1.7702702702702702,1
4,1,0,600000,1400000,4,507,200000,300000,1700000,400000,0,2.3333333333333335,2600000,1.8571428571428572,1
2,0,1,4100000,11400000,14,505,8100000,7500000,10100000,5500000,0,2.7804878048780486,31200000,2.736842105263158,1
0,0,1,800000,3200000,8,467,900000,400000,3100000,800000,0,4.0,5200000,1.625,0
2,0,0,6600000,22900000,16,543,2500000,11000000,26300000,8500000,0,3.4696969696969697,48300000,2.109170305676856,1
4,1,1,300000,1100000,12,674,600000,0,800000,200000,1,3.6666666666666665,1600000,1.4545454545454546,1
3,1,0,6100000,13500000,2,717,15700000,4200000,16100000,3400000,1,2.2131147540983607,39400000,2.9185185185185185,2
5,0,1,4800000,17000000,10,666,6800000,5400000,12400000,2900000,1,3.5416666666666665,27500000,1.6176470588235294,1
4,0,0,4500000,17300000,18,830,200000,4200000,12000000,2500000,1,3.8444444444444446,18900000,1.092485549132948,2
2,1,0,3800000,9400000,16,383,8300000,500000,9200000,2300000,0,2.473684210526316,20300000,2.1595744680851063,0
2,1,1,7000000,18900000,8,584,13000000,13600000,20600000,5000000,1,2.7,52200000,2.761904761904762,1
2,0,0,4400000,14200000,18,799,6300000,7800000,10800000,2400000,1,3.227272727272727,27300000,1.9225352112676057,2
5,1,0,5300000,19400000,6,510,14700000,7000000,13600000,3700000,0,3.660377358490566,39000000,2.0103092783505154,1
0,0,1,2600000,5900000,6,572,5800000,3100000,7300000,3800000,1,2.269230769230769,20000000,3.389830508474576,1
3,0,0,3300000,13100000,2,554,6000000,2500000,6700000,3800000,1,3.9696969696969697,19000000,1.450381679389313,1
1,0,1,1200000,4800000,6,344,2900000,1700000,3200000,1300000,0,4.0,9100000,1.8958333333333333,0
3,1,0,4300000,8600000,8,881,9100000,5200000,15000000,5500000,1,2.0,34800000,4.046511627906977,2
0,0,1,8400000,27200000,10,514,2500000,6400000,20100000,7200000,0,3.238095238095238,36200000,1.3308823529411764,1
0,1,0,600000,1800000,18,796,1000000,700000,1200000,500000,1,3.0,3400000,1.8888888888888888,2
2,1,1,4700000,16200000,12,802,2300000,5400000,14800000,6700000,1,3.4468085106382977,29200000,1.8024691358024691,2
3,1,0,4200000,12500000,20,375,1300000,5100000,10900000,2400000,0,2.9761904761904763,19700000,1.576,0
2,1,0,4300000,14700000,2,871,4100000,7300000,13900000,4400000,1,3.4186046511627906,29700000,2.020408163265306,2
0,0,0,800000,2900000,2,439,100000,900000,2700000,1200000,1,3.625,4900000,1.6896551724137931,0
0,0,1,9300000,32000000,8,438,24800000,6400000,34900000,12400000,0,3.4408602150537635,78500000,2.453125,0
5,0,0,6200000,13700000,2,468,3300000,12300000,13900000,5500000,0,2.2096774193548385,35000000,2.5547445255474455,0
3,1,1,3500000,10200000,12,645,10400000,5700000,10000000,2400000,1,2.914285714285714,28500000,2.7941176470588234,1
2,1,1,3600000,9200000,18,700,4400000,1800000,10700000,3500000,1,2.5555555555555554,20400000,2.217391304347826,1
5,1,1,9500000,36700000,16,348,3500000,2200000,31600000,11400000,0,3.863157894736842,48700000,1.326975476839237,0
5,1,1,600000,1400000,10,877,1400000,400000,2000000,700000,1,2.3333333333333335,4500000,3.2142857142857144,2
0,0,1,3800000,14900000,6,899,7800000,600000,12400000,2800000,1,3.9210526315789473,23600000,1.5838926174496644,2
3,1,1,1400000,3500000,12,610,1200000,600000,3800000,1400000,1,2.5,7000000,2.0,1
1,0,0,6300000,23900000,4,742,1500000,7100000,21800000,4300000,1,3.7936507936507935,34700000,1.4518828451882846,2
1,0,1,2800000,6600000,18,801,4000000,4900000,7100000,3700000,1,2.357142857142857,19700000,2.984848484848485,2
4,1,1,5400000,17100000,2,533,13800000,5100000,12200000,4700000,1,3.1666666666666665,35800000,2.0935672514619883,1
3,0,1,6300000,23900000,16,656,12700000,9300000,15200000,5100000,1,3.7936507936507935,42300000,1.7698744769874477,1
3,1,1,3900000,14300000,18,785,10900000,7600000,13900000,4900000,1,3.6666666666666665,37300000,2.6083916083916083,2
2,1,1,4200000,15700000,2,332,7000000,700000,13300000,3000000,1,3.738095238095238,24000000,1.5286624203821657,0
0,1,0,3100000,8100000,18,768,400000,1600000,11600000,2400000,1,2.6129032258064515,16000000,1.9753086419753085,2
1,1,0,3400000,8600000,6,640,7700000,1000000,7800000,4400000,1,2.5294117647058822,20900000,2.4302325581395348,1
4,0,0,1500000,3100000,6,885,100000,2800000,3800000,1900000,1,2.066666666666667,8600000,2.774193548387097,2
3,0,1,900000,2000000,18,772,2300000,700000,3500000,800000,1,2.2222222222222223,7300000,3.65,2
4,1,1,7800000,25600000,4,665,1000000,2300000,27300000,8200000,1,3.282051282051282,38800000,1.515625,1
1,0,1,3500000,10500000,20,454,8300000,4000000,7600000,2100000,0,3.0,22000000,2.0952380952380953,0
1,0,0,8400000,32500000,14,698,20600000,5900000,17300000,12200000,1,3.869047619047619,56000000,1.7230769230769232,1
4,0,1,6400000,21300000,20,332,3600000,9100000,16200000,8000000,0,3.328125,36900000,1.732394366197183,0
1,0,0,9600000,28300000,6,536,18700000,9300000,27300000,6000000,0,2.9479166666666665,61300000,2.166077738515901,1
