no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
3,1,1,6400000,21000000,2,3900000,10900000,20500000,4400000,1,3.28125,39700000,1.8904761904761904,2
4,1,0,7000000,25700000,20,19900000,13500000,27500000,10100000,1,3.6714285714285713,71000000,2.762645914396887,1
4,0,1,9000000,31100000,8,7100000,4400000,23400000,13100000,1,3.4555555555555557,48000000,1.5434083601286173,2
2,0,1,4400000,13900000,6,13200000,4200000,15000000,5200000,1,3.159090909090909,37600000,2.7050359712230216,2
2,0,0,900000,2000000,14,1700000,0,2100000,600000,0,2.2222222222222223,4400000,2.2,0
1,1,0,9800000,26900000,18,15900000,14100000,25200000,11900000,1,2.7448979591836733,67100000,2.4944237918215615,2
4,0,0,600000,1600000,6,300000,100000,1900000,500000,1,2.6666666666666665,2800000,1.75,2
5,1,1,9700000,30100000,12,19600000,17900000,21000000,6900000,0,3.1030927835051547,65400000,2.1727574750830563,0
2,1,1,8400000,32600000,10,13900000,1600000,21600000,7000000,0,3.880952380952381,44100000,1.352760736196319,0
1,1,0,8300000,24900000,10,11500000,15400000,21600000,5800000,1,3.0,54300000,2.180722891566265,1
4,1,0,7900000,29900000,8,22000000,4600000,26000000,8100000,0,3.7848101265822787,60700000,2.0301003344481607,0
1,0,0,8600000,25900000,2,3700000,14900000,32700000,12200000,1,3.011627906976744,63500000,2.451737451737452,1
5,0,1,6700000,17600000,14,12700000,200000,19500000,5600000,1,2.626865671641791,38000000,2.159090909090909,2
0,1,0,2700000,7400000,10,6800000,800000,5600000,2800000,1,2.740740740740741,16000000,2.1621621621621623,2
0,0,0,6600000,25600000,8,12600000,12200000,21700000,9000000,1,3.878787878787879,55500000,2.16796875,2
1,1,1,7100000,20800000,20,9600000,7300000,24700000,8800000,0,2.9295774647887325,50400000,2.423076923076923,0
5,1,1,300000,700000,10,0,400000,1000000,100000,1,2.3333333333333335,1500000,2.142857142857143,1
2,1,0,2200000,7000000,6,6100000,400000,4400000,3300000,1,3.1818181818181817,14200000,2.0285714285714285,2
1,1,1,8700000,31700000,12,7800000,10200000,30300000,6100000,0,3.6436781609195403,54400000,1.7160883280757098,1
4,1,0,7200000,23100000,12,4600000,8500000,19400000,4400000,1,3.2083333333333335,36900000,1.5974025974025974,1
0,0,0,2000000,4800000,20,1300000,2200000,5500000,1700000,0,2.4,10700000,2.2291666666666665,0
4,1,1,8600000,27900000,8,22400000,1800000,34000000,11700000,0,3.244186046511628,69900000,2.5053763440860215,0
2,1,1,2300000,5400000,8,4500000,500000,7000000,2000000,0,2.347826086956522,14000000,2.5925925925925926,0
2,0,1,9600000,29800000,16,28500000,6300000,31800000,7400000,0,3.1041666666666665,74000000,2.4832214765100673,0
2,1,1,1900000,6500000,16,2000000,1200000,4500000,1700000,1,3.4210526315789473,9400000,1.4461538461538461,2
1,1,0,2100000,6300000,16,3900000,2200000,7700000,2900000,1,3.0,16700000,2.6507936507936507,2
1,0,1,3900000,8700000,8,900000,2500000,10700000,2100000,1,2.230769230769231,16200000,1.8620689655172413,2
5,0,1,200000,300000,10,500000,100000,800000,200000,1,1.5,1600000,5.333333333333333,2
1,0,1,1900000,4500000,12,1200000,2000000,4400000,1200000,1,2.3684210526315788,8800000,1.9555555555555555,2
0,0,1,3200000,11600000,4,4700000,300000,8000000,3100000,1,3.625,16100000,1.3879310344827587,0
0,0,0,1100000,4300000,18,700000,800000,2900000,900000,1,3.909090909090909,5300000,1.2325581395348837,2
5,1,1,8000000,21500000,12,2600000,15100000,29800000,10400000,1,2.6875,57900000,2.6930232558139533,2
4,1,1,6100000,21700000,6,13900000,900000,14100000,5600000,1,3.557377049180328,34500000,1.5898617511520738,2
5,1,0,3200000,10600000,2,6500000,3700000,11200000,3700000,1,3.3125,25100000,2.3679245283018866,0
4,1,1,9000000,30400000,20,21000000,7400000,30500000,13100000,0,3.3777777777777778,72000000,2.3684210526315788,1
0,0,1,1200000,3200000,2,1500000,1000000,3400000,900000,1,2.6666666666666665,6800000,2.125,1
3,1,0,7900000,27000000,6,17700000,7800000,27600000,11500000,1,3.4177215189873418,64600000,2.3925925925925924,1
3,1,1,7700000,23100000,8,2900000,9800000,20400000,7000000,1,3.0,40100000,1.7359307359307359,2
2,0,0,4400000,16500000,16,7800000,7500000,10300000,5400000,1,3.75,31000000,1.878787878787879,2
1,0,0,3100000,11200000,18,2000000,5400000,12000000,2500000,1,3.6129032258064515,21900000,1.9553571428571428,1
5,0,1,2600000,9300000,16,5100000,1200000,7700000,3700000,1,3.576923076923077,17700000,1.903225806451613,1
4,1,0,5500000,21700000,14,5000000,8700000,15200000,3100000,1,3.9454545454545453,32000000,1.4746543778801844,2
1,1,0,5700000,15500000,8,10500000,8700000,20900000,7000000,0,2.719298245614035,47100000,3.0387096774193547,1
5,1,0,6100000,20700000,20,9400000,2000000,16900000,5900000,0,3.3934426229508197,34200000,1.6521739130434783,0
2,1,0,8200000,22500000,18,13400000,14300000,28400000,8400000,1,2.7439024390243905,64500000,2.8666666666666667,2
1,1,0,6000000,21200000,12,17900000,8200000,16900000,6200000,0,3.533333333333333,49200000,2.3207547169811322,1
1,1,1,8000000,30600000,10,23700000,8500000,24900000,9700000,1,3.825,66800000,2.183006535947712,2
4,0,0,2000000,4800000,8,1500000,800000,4000000,2600000,0,2.4,8900000,1.8541666666666667,0
5,1,1,1300000,2900000,12,400000,1700000,3900000,1800000,1,2.230769230769231,7800000,2.689655172413793,1
1,1,0,7000000,27100000,6,6700000,12200000,21500000,4900000,1,3.8714285714285714,45300000,1.6715867158671587,1
3,1,0,4100000,15300000,6,7500000,5100000,8200000,2000000,0,3.731707317073171,22800000,1.4901960784313726,0
3,1,0,8000000,26200000,16,15800000,4300000,25000000,4000000,1,3.275,49100000,1.8740458015267176,2
4,0,0,8100000,28000000,8,8800000,11300000,26000000,5500000,1,3.45679012345679,51600000,1.8428571428571427,1
4,1,1,9500000,22600000,14,10000000,900000,23100000,13400000,0,2.3789473684210525,47400000,2.0973451327433628,0
0,1,0,9200000,22500000,10,14200000,17400000,28500000,10700000,0,2.4456521739130435,70800000,3.1466666666666665,0
2,1,0,3900000,14700000,16,2600000,200000,8300000,2900000,0,3.769230769230769,14000000,0.9523809523809523,0
1,1,0,9100000,26200000,8,20800000,7100000,27800000,8900000,1,2.879120879120879,64600000,2.4656488549618323,2
3,1,1,3000000,8300000,4,2900000,5400000,11300000,3800000,1,2.7666666666666666,23400000,2.819277108433735,1
4,1,0,2000000,4300000,8,2000000,2700000,7700000,2200000,0,2.15,14600000,3.395348837209302,0
5,1,0,6300000,14600000,8,13300000,10100000,24500000,3800000,0,2.3174603174603177,51700000,3.541095890410959,0
3,0,1,4100000,10900000,8,8800000,5200000,13200000,4300000,0,2.658536585365854,31500000,2.889908256880734,1
0,0,0,9800000,29400000,20,1200000,14600000,33800000,8300000,1,3.0,57900000,1.969387755102041,1
2,1,0,5200000,15400000,8,1200000,7500000,12800000,3200000,1,2.9615384615384617,24700000,1.603896103896104,1
3,1,0,7600000,28700000,18,21300000,12400000,29600000,8000000,1,3.776315789473684,71300000,2.484320557491289,2
3,0,0,9200000,35500000,2,11100000,11800000,19800000,11700000,1,3.858695652173913,54400000,1.532394366197183,2
5,0,0,2200000,8100000,4,300000,0,4900000,2400000,0,3.6818181818181817,7600000,0.9382716049382716,0
2,0,1,8300000,20600000,10,100000,900000,33200000,6700000,0,2.4819277108433737,40900000,1.9854368932038835,1
3,1,1,6100000,21600000,16,2900000,6100000,15100000,7200000,0,3.540983606557377,31300000,1.4490740740740742,0
2,1,0,4500000,16600000,20,6400000,4200000,16900000,2400000,1,3.688888888888889,29900000,1.8012048192771084,2
3,0,0,6600000,18800000,12,18800000,9300000,13700000,4800000,1,2.8484848484848486,46600000,2.478723404255319,2
4,0,0,8900000,34900000,14,15400000,2800000,20600000,9100000,1,3.9213483146067416,47900000,1.3724928366762177,1
4,1,1,3900000,13300000,20,9800000,500000,12300000,4700000,0,3.41025641025641,27300000,2.0526315789473686,0
3,1,1,8900000,35400000,14,22300000,7700000,26400000,5900000,0,3.9775280898876404,62300000,1.7598870056497176,0
5,0,0,6400000,22300000,12,500000,9100000,24100000,5800000,1,3.484375,39500000,1.7713004484304933,2
1,0,1,9500000,28700000,16,24600000,4900000,31800000,6600000,0,3.0210526315789474,67900000,2.3658536585365852,1
3,1,1,300000,1000000,8,700000,200000,1100000,200000,1,3.3333333333333335,2200000,2.2,1
5,0,0,4100000,12300000,6,10900000,6100000,14100000,3500000,1,3.0,34600000,2.813008130081301,1
2,1,0,8100000,20800000,18,4100000,15500000,16700000,10600000,1,2.567901234567901,46900000,2.2548076923076925,2
4,1,0,9900000,28400000,10,23700000,12700000,35800000,5800000,1,2.8686868686868685,78000000,2.7464788732394365,2
0,0,0,4800000,19000000,12,7000000,1000000,15600000,4800000,1,3.9583333333333335,28400000,1.4947368421052631,1
0,1,1,2900000,9700000,2,6700000,1600000,9100000,3900000,1,3.3448275862068964,21300000,2.195876288659794,2
1,0,1,3500000,13500000,12,8400000,3900000,11600000,4100000,1,3.857142857142857,28000000,2.074074074074074,2
1,0,1,4900000,12600000,4,11800000,7300000,11800000,3800000,1,2.5714285714285716,34700000,2.753968253968254,2
2,0,1,5100000,13300000,14,5900000,7900000,18000000,3900000,0,2.607843137254902,35700000,2.6842105263157894,0
5,1,0,7300000,26200000,10,1400000,12200000,26700000,10400000,1,3.589041095890411,50700000,1.9351145038167938,2
0,1,1,200000,300000,18,100000,300000,600000,100000,0,1.5,1100000,3.6666666666666665,1
2,1,0,1400000,4700000,4,2100000,600000,4400000,1400000,1,3.357142857142857,8500000,1.8085106382978724,0
3,1,1,8700000,33600000,14,7700000,10000000,21700000,6200000,0,3.8620689655172415,45600000,1.3571428571428572,0
1,0,1,2800000,5900000,20,1000000,3200000,10300000,1400000,1,2.107142857142857,15900000,2.694915254237288,2
3,1,1,9100000,30100000,14,26600000,7300000,22700000,8200000,1,3.3076923076923075,64800000,2.1528239202657806,1
0,0,1,6800000,15300000,14,19900000,2600000,13900000,8300000,1,2.25,44700000,2.9215686274509802,1
0,0,1,5000000,17000000,6,6700000,6200000,15400000,5900000,1,3.4,34200000,2.011764705882353,1
0,1,1,4400000,16800000,14,8700000,8700000,12600000,3400000,1,3.8181818181818183,33400000,1.9880952380952381,2
5,0,1,8400000,18600000,20,2500000,7100000,28800000,9500000,1,2.2142857142857144,47900000,2.575268817204301,2
4,1,0,7800000,17300000,4,3600000,13100000,24300000,7200000,0,2.217948717948718,48200000,2.786127167630058,0
4,1,1,4800000,9900000,14,5200000,9300000,18600000,2900000,1,2.0625,36000000,3.6363636363636362,2
1,1,0,3200000,8800000,4,1000000,2600000,10700000,3400000,0,2.75,17700000,2.0113636363636362,0
5,1,1,2300000,6700000,16,6700000,3300000,8800000,2000000,1,2.9130434782608696,20800000,3.1044776119402986,1
5,0,1,9200000,28100000,10,22300000,3300000,33200000,10700000,0,3.0543478260869565,69500000,2.473309608540925,0
2,0,1,4700000,13700000,6,1300000,7900000,16700000,3500000,0,2.9148936170212765,29400000,2.145985401459854,1
0,0,1,8000000,30400000,2,16600000,1400000,29100000,7800000,1,3.8,54900000,1.805921052631579,2
1,1,1,2600000,8600000,6,800000,2900000,6000000,3100000,1,3.3076923076923075,12800000,1.4883720930232558,2
3,0,0,200000,800000,20,0,300000,400000,300000,1,4.0,1000000,1.25,2
5,1,0,7300000,17200000,2,6100000,8400000,23200000,4900000,0,2.356164383561644,42600000,2.4767441860465116,0
4,0,0,3300000,11800000,2,7800000,2400000,12100000,3000000,1,3.5757575757575757,25300000,2.1440677966101696,2
4,0,0,8300000,23300000,20,18500000,11500000,17100000,9900000,0,2.8072289156626504,57000000,2.4463519313304722,0
5,0,1,4100000,9600000,2,8800000,7800000,8500000,3100000,0,2.341463414634146,28200000,2.9375,0
1,0,0,7300000,23700000,16,9400000,6800000,22600000,8500000,1,3.2465753424657535,47300000,1.9957805907172996,2
1,0,0,9300000,27500000,6,12200000,13800000,25300000,10800000,0,2.956989247311828,62100000,2.2581818181818183,0
2,1,1,4300000,15200000,12,3400000,2100000,12700000,4800000,1,3.5348837209302326,23000000,1.513157894736842,1
3,0,0,2600000,8100000,2,4200000,3100000,6200000,2500000,1,3.1153846153846154,16000000,1.9753086419753085,0
5,1,0,2900000,9800000,12,5900000,2300000,6800000,2900000,1,3.3793103448275863,17900000,1.8265306122448979,1
2,1,1,900000,3500000,6,2300000,300000,2000000,600000,1,3.888888888888889,5200000,1.4857142857142858,2
3,0,1,4900000,17500000,20,12600000,8700000,14300000,4800000,1,3.5714285714285716,40400000,2.3085714285714287,2
0,1,0,7700000,24800000,10,16800000,10700000,27400000,4500000,1,3.220779220779221,59400000,2.3951612903225805,1
1,1,0,4700000,16800000,12,10400000,8300000,10600000,3400000,1,3.574468085106383,32700000,1.9464285714285714,1
5,0,0,3000000,8900000,20,2600000,1000000,10600000,2800000,1,2.966666666666667,17000000,1.9101123595505618,2
4,0,0,9700000,26200000,4,26200000,0,22500000,14000000,0,2.7010309278350517,62700000,2.3931297709923665,1
0,1,1,6900000,26800000,20,10800000,2500000,16700000,8300000,0,3.8840579710144927,38300000,1.4291044776119404,1
2,0,1,3800000,12400000,8,1800000,2600000,9700000,2600000,0,3.263157894736842,16700000,1.346774193548387,0
3,0,1,600000,1700000,14,0,1000000,1700000,600000,0,2.8333333333333335,3300000,1.9411764705882353,1
2,0,1,1200000,2900000,12,400000,1600000,3800000,600000,0,2.4166666666666665,6400000,2.206896551724138,0
4,0,1,7800000,26800000,2,8900000,11200000,18400000,5600000,1,3.4358974358974357,44100000,1.6455223880597014,0
0,0,0,9000000,35100000,6,500000,16200000,20700000,9100000,1,3.9,46500000,1.3247863247863247,2
1,0,0,2800000,9100000,12,3600000,500000,7800000,3600000,0,3.25,15500000,1.7032967032967032,0
1,0,0,7800000,21300000,10,22800000,10700000,18500000,4500000,0,2.730769230769231,56500000,2.652582159624413,0
4,1,1,4700000,9500000,18,11800000,6600000,18000000,4100000,1,2.021276595744681,40500000,4.2631578947368425,2
2,1,0,4600000,17500000,20,11400000,6100000,14100000,4100000,1,3.8043478260869565,35700000,2.04,1
4,1,0,5100000,16100000,14,11400000,2700000,13100000,6700000,0,3.156862745098039,33900000,2.1055900621118013,0
3,0,1,6100000,22800000,18,16800000,7300000,19600000,6000000,1,3.737704918032787,49700000,2.1798245614035086,1
0,0,0,6000000,22900000,16,12200000,6500000,17700000,7100000,0,3.816666666666667,43500000,1.8995633187772927,0
2,0,0,8400000,23200000,16,15200000,5400000,18700000,8600000,0,2.761904761904762,47900000,2.064655172413793,0
2,1,0,9300000,22000000,14,4300000,3800000,28400000,13900000,0,2.3655913978494625,50400000,2.290909090909091,0
0,1,0,4200000,10300000,10,9300000,4500000,12400000,6000000,0,2.4523809523809526,32200000,3.1262135922330097,1
3,1,0,9600000,37800000,10,6700000,5500000,34900000,11300000,0,3.9375,58400000,1.5449735449735449,0
3,1,0,5600000,13400000,6,14900000,9700000,12300000,6000000,1,2.392857142857143,42900000,3.201492537313433,2
4,1,0,7800000,28600000,2,500000,12400000,29500000,10500000,1,3.6666666666666665,52900000,1.8496503496503496,2
2,1,1,4500000,12600000,2,6900000,3900000,17800000,2900000,1,2.8,31500000,2.5,1
3,1,0,2400000,5900000,2,1100000,500000,7400000,2500000,0,2.4583333333333335,11500000,1.9491525423728813,0
0,0,0,3900000,11300000,12,5000000,5900000,8800000,2100000,0,2.8974358974358974,21800000,1.9292035398230087,0
5,1,1,9600000,20600000,6,17300000,11000000,21700000,11600000,0,2.1458333333333335,61600000,2.9902912621359223,0
4,0,0,900000,2600000,2,600000,800000,3200000,1000000,1,2.888888888888889,5600000,2.1538461538461537,1
3,1,1,1100000,3800000,20,1400000,1500000,3200000,1100000,1,3.4545454545454546,7200000,1.894736842105263,2
4,0,0,6400000,24900000,2,10000000,5700000,18700000,6300000,1,3.890625,40700000,1.6345381526104417,1
2,1,0,4600000,15000000,4,7200000,2400000,13000000,6600000,1,3.260869565217391,29200000,1.9466666666666668,2
4,1,0,7600000,29800000,20,13800000,5800000,15300000,5900000,0,3.9210526315789473,40800000,1.3691275167785235,0
5,0,0,6800000,20100000,14,1900000,600000,15600000,7500000,1,2.9558823529411766,25600000,1.2736318407960199,2
5,1,0,7100000,27000000,20,5100000,9600000,20200000,7600000,1,3.8028169014084505,42500000,1.5740740740740742,1
4,0,1,6700000,24700000,6,12900000,700000,18800000,8400000,0,3.6865671641791047,40800000,1.6518218623481782,0
5,0,1,5800000,12400000,6,5100000,9000000,14100000,7600000,1,2.1379310344827585,35800000,2.8870967741935485,2
0,1,1,8600000,29400000,16,1000000,14100000,33000000,12300000,1,3.4186046511627906,60400000,2.054421768707483,1
0,1,1,3500000,10600000,4,8300000,4800000,9100000,2500000,1,3.0285714285714285,24700000,2.330188679245283,0
2,1,1,4800000,17500000,20,400000,6900000,13400000,7000000,0,3.6458333333333335,27700000,1.582857142857143,0
5,1,1,6100000,14400000,16,9200000,2800000,23800000,5600000,0,2.360655737704918,41400000,2.875,0
5,1,1,5200000,12700000,16,11700000,100000,18100000,7200000,1,2.4423076923076925,37100000,2.921259842519685,2
5,0,1,4100000,12400000,8,8200000,1000000,13000000,3300000,0,3.024390243902439,25500000,2.056451612903226,0
5,0,0,3200000,7400000,2,2200000,2900000,10200000,3600000,1,2.3125,18900000,2.554054054054054,2
3,0,1,7500000,21600000,14,8800000,12100000,20100000,11200000,1,2.88,52200000,2.4166666666666665,1
2,0,1,1500000,4500000,14,3200000,1700000,4600000,1600000,1,3.0,11100000,2.466666666666667,2
4,1,1,1200000,3100000,16,1200000,2200000,3500000,1700000,0,2.5833333333333335,8600000,2.774193548387097,0
1,1,1,8400000,19700000,6,24700000,16500000,31800000,12100000,0,2.3452380952380953,85100000,4.319796954314721,0
0,0,1,7900000,26300000,8,4600000,9200000,18400000,11800000,1,3.329113924050633,44000000,1.673003802281369,1
1,1,1,2100000,4300000,20,100000,2300000,7500000,2300000,1,2.0476190476190474,12200000,2.8372093023255816,2
2,1,0,2500000,7000000,20,800000,1200000,5200000,2300000,0,2.8,9500000,1.3571428571428572,1
2,0,1,3700000,13900000,2,5900000,3200000,9100000,5500000,1,3.7567567567567566,23700000,1.7050359712230216,0
5,1,0,1100000,4000000,16,400000,100000,2300000,700000,0,3.6363636363636362,3500000,0.875,0
5,1,0,6500000,24800000,8,7000000,9600000,15700000,8800000,1,3.8153846153846156,41100000,1.657258064516129,2
0,0,1,8200000,31500000,8,11500000,8800000,19000000,6100000,0,3.841463414634146,45400000,1.4412698412698413,0
2,0,0,5000000,12400000,8,11300000,6800000,13300000,4200000,1,2.48,35600000,2.870967741935484,2
1,0,0,1500000,6000000,6,2600000,2700000,4800000,1900000,0,4.0,12000000,2.0,1
5,0,0,3700000,9100000,18,3400000,2400000,8400000,3300000,0,2.4594594594594597,17500000,1.9230769230769231,0
3,1,1,4100000,14600000,16,4700000,6600000,14900000,3000000,1,3.5609756097560976,29200000,2.0,2
2,0,0,7200000,16800000,6,6600000,6100000,14400000,9800000,1,2.3333333333333335,36900000,2.1964285714285716,2
1,1,0,2000000,5000000,6,500000,2900000,5800000,1500000,1,2.5,10700000,2.14,2
3,0,0,2000000,4700000,14,800000,3400000,5900000,1500000,1,2.35,11600000,2.4680851063829787,1
1,1,1,5100000,11500000,4,5000000,8900000,14100000,7000000,1,2.2549019607843137,35000000,3.0434782608695654,2
1,0,0,6000000,13600000,12,9000000,300000,12600000,7100000,1,2.2666666666666666,29000000,2.1323529411764706,1
1,1,0,4900000,18100000,8,13600000,400000,15500000,2400000,0,3.693877551020408,31900000,1.7624309392265194,0
3,0,1,900000,2300000,12,1300000,0,3300000,1100000,1,2.5555555555555554,5700000,2.4782608695652173,2
1,1,1,7500000,25000000,18,3500000,2200000,21700000,4700000,1,3.3333333333333335,32100000,1.284,1
2,1,0,6400000,25000000,12,13500000,5500000,25500000,5400000,1,3.90625,49900000,1.996,1
2,1,1,8700000,26400000,2,8500000,2400000,28800000,10300000,1,3.0344827586206895,50000000,1.893939393939394,2
4,1,1,7300000,17200000,18,18500000,4300000,23000000,5200000,1,2.356164383561644,51000000,2.9651162790697674,2
5,1,0,7400000,27100000,4,19800000,14600000,25200000,9400000,1,3.6621621621621623,69000000,2.5461254612546127,0
2,1,0,2700000,9300000,16,7700000,2500000,6400000,3600000,1,3.4444444444444446,20200000,2.172043010752688,1
3,1,0,3400000,8900000,6,4200000,4800000,10200000,4200000,1,2.6176470588235294,23400000,2.6292134831460676,2
3,0,1,2100000,7400000,4,3300000,2700000,6300000,2200000,1,3.5238095238095237,14500000,1.9594594594594594,0
2,0,0,3100000,10500000,10,5500000,5900000,9000000,1600000,1,3.3870967741935485,22000000,2.0952380952380953,2
5,0,0,4700000,17400000,2,10600000,7000000,10900000,5200000,1,3.702127659574468,33700000,1.9367816091954022,1
5,1,0,3100000,10500000,6,7700000,2100000,10900000,2900000,1,3.3870967741935485,23600000,2.2476190476190476,1
2,0,0,5700000,20400000,2,3000000,3100000,22600000,2900000,1,3.5789473684210527,31600000,1.5490196078431373,1
3,1,1,2300000,8000000,14,4400000,3300000,7700000,1800000,0,3.4782608695652173,17200000,2.15,0
0,0,1,6600000,18500000,16,14600000,1100000,21800000,9700000,1,2.803030303030303,47200000,2.5513513513513515,2
2,1,1,2700000,6400000,18,5000000,1700000,9200000,1700000,0,2.3703703703703702,17600000,2.75,1
1,0,1,800000,2800000,16,2000000,1300000,3100000,1200000,1,3.5,7600000,2.7142857142857144,2
1,1,0,6600000,18500000,8,2300000,3200000,24400000,7600000,1,2.803030303030303,37500000,2.027027027027027,2
3,1,0,3900000,10700000,6,10600000,1900000,12500000,2700000,1,2.7435897435897436,27700000,2.588785046728972,2
5,0,0,200000,600000,16,0,0,500000,200000,0,3.0,700000,1.1666666666666667,0
3,1,0,2000000,4200000,6,1300000,1700000,6900000,1200000,1,2.1,11100000,2.642857142857143,2
2,1,1,9100000,20900000,20,4200000,400000,30000000,13200000,1,2.2967032967032965,47800000,2.287081339712919,1
3,1,0,4700000,10800000,8,13300000,3100000,13600000,4800000,0,2.297872340425532,34800000,3.2222222222222223,1
3,0,1,3200000,11100000,6,8900000,5700000,8100000,1500000,1,3.46875,24200000,2.18018018018018,2
2,0,0,1700000,4200000,14,200000,1600000,4600000,1600000,1,2.4705882352941178,8000000,1.9047619047619047,2
1,0,0,2600000,8100000,12,4500000,5100000,6300000,2500000,1,3.1153846153846154,18400000,2.271604938271605,2
3,0,1,2700000,6700000,14,2400000,4200000,6000000,2000000,1,2.4814814814814814,14600000,2.1791044776119404,2
0,0,1,3600000,13400000,6,3600000,0,11200000,4000000,1,3.7222222222222223,18800000,1.4029850746268657,1
4,1,1,7200000,26000000,6,4700000,0,22600000,4200000,1,3.611111111111111,31500000,1.2115384615384615,1
2,0,1,2500000,6400000,6,6900000,200000,9900000,3500000,1,2.56,20500000,3.203125,2
2,0,0,5500000,19600000,16,2400000,4800000,10900000,3700000,0,3.5636363636363635,21800000,1.1122448979591837,0
3,1,1,9200000,33500000,8,20800000,15200000,29800000,11400000,1,3.641304347826087,77200000,2.3044776119402983,1
3,0,0,9000000,19000000,8,18300000,4500000,29600000,7200000,1,2.111111111111111,59600000,3.136842105263158,1
4,0,1,5900000,15000000,14,16400000,4600000,17600000,8200000,1,2.542372881355932,46800000,3.12,1
4,1,0,5600000,15600000,12,9900000,10700000,14600000,7000000,0,2.7857142857142856,42200000,2.7051282051282053,0
2,0,1,3200000,12500000,8,400000,5300000,10400000,4400000,1,3.90625,20500000,1.64,2
5,0,0,9100000,27800000,16,21900000,7000000,31900000,9400000,0,3.0549450549450547,70200000,2.5251798561151078,1
0,0,1,4600000,15100000,2,5600000,3900000,11800000,6600000,1,3.282608695652174,27900000,1.8476821192052981,0
4,1,0,7300000,14900000,2,13600000,12300000,20400000,7300000,0,2.041095890410959,53600000,3.597315436241611,0
5,0,1,1300000,3100000,16,200000,1700000,5100000,1400000,1,2.3846153846153846,8400000,2.7096774193548385,2
0,0,0,1800000,4200000,6,1300000,1900000,6800000,2000000,1,2.3333333333333335,12000000,2.857142857142857,2
3,1,0,500000,1700000,10,400000,300000,1400000,300000,0,3.4,2400000,1.411764705882353,1
2,0,1,5700000,20500000,20,15200000,7800000,11400000,8500000,1,3.5964912280701755,42900000,2.0926829268292684,1
4,1,0,300000,1100000,4,100000,0,1000000,200000,1,3.6666666666666665,1300000,1.1818181818181819,0
5,1,1,2100000,7100000,10,1200000,2900000,5400000,1400000,0,3.380952380952381,10900000,1.5352112676056338,1
1,0,1,5700000,20100000,14,11700000,7300000,17900000,6500000,0,3.526315789473684,43400000,2.1592039800995027,0
1,0,1,1100000,2700000,16,1900000,300000,2200000,800000,0,2.4545454545454546,5200000,1.9259259259259258,0
5,1,0,9300000,34000000,6,4200000,600000,32800000,8200000,1,3.6559139784946235,45800000,1.3470588235294119,2
1,1,1,3500000,8100000,10,7100000,5500000,7200000,2900000,1,2.3142857142857145,22700000,2.802469135802469,1
0,0,1,8200000,28800000,4,9000000,1100000,23000000,6300000,1,3.5121951219512195,39400000,1.3680555555555556,1
2,0,1,7500000,17900000,20,9100000,5500000,23000000,4900000,1,2.3866666666666667,42500000,2.374301675977654,2
1,1,1,7000000,25600000,6,15100000,11500000,15300000,8700000,0,3.657142857142857,50600000,1.9765625,0
5,0,1,3900000,8300000,18,3900000,600000,10400000,5600000,1,2.128205128205128,20500000,2.4698795180722892,1
3,1,1,4700000,13200000,12,4000000,3300000,16600000,4300000,0,2.8085106382978724,28200000,2.1363636363636362,0
5,0,1,1700000,5200000,16,1700000,1200000,4000000,1000000,1,3.0588235294117645,7900000,1.5192307692307692,2
0,1,0,2500000,7800000,8,5800000,0,5800000,3300000,0,3.12,14900000,1.9102564102564104,0
1,0,1,400000,1400000,12,700000,0,1500000,400000,0,3.5,2600000,1.8571428571428572,0
0,0,1,2400000,9100000,8,2200000,200000,5600000,3300000,0,3.7916666666666665,11300000,1.2417582417582418,0
4,1,0,5700000,21900000,2,3200000,1700000,14400000,6100000,1,3.8421052631578947,25400000,1.1598173515981736,2
1,1,0,9800000,37900000,4,21800000,12200000,26100000,8500000,1,3.86734693877551,68600000,1.8100263852242744,2
5,1,0,9000000,32800000,4,10600000,4100000,18900000,11500000,1,3.6444444444444444,45100000,1.375,2
3,0,0,800000,3000000,14,1200000,1300000,2600000,400000,1,3.75,5500000,1.8333333333333333,1
1,1,0,1600000,4500000,14,1900000,2700000,3700000,1300000,1,2.8125,9600000,2.1333333333333333,1
0,1,1,9800000,34100000,20,21500000,9400000,33400000,13600000,1,3.479591836734694,77900000,2.2844574780058653,2
5,0,1,2900000,7500000,12,3400000,3000000,10900000,3700000,1,2.586206896551724,21000000,2.8,1
4,0,1,3900000,12000000,14,6000000,4700000,12900000,5200000,1,3.076923076923077,28800000,2.4,2
0,1,1,3300000,9000000,18,6100000,3900000,6900000,4700000,1,2.727272727272727,21600000,2.4,2
3,1,1,700000,2200000,8,1600000,400000,2400000,900000,1,3.142857142857143,5300000,2.409090909090909,1
3,0,1,8400000,29500000,20,14600000,3400000,28900000,10900000,1,3.511904761904762,57800000,1.959322033898305,1
1,1,1,4000000,12100000,12,10500000,2500000,15600000,5000000,0,3.025,33600000,2.7768595041322315,0
0,0,1,1900000,6300000,16,1100000,100000,5100000,1900000,1,3.3157894736842106,8200000,1.3015873015873016,2
0,0,0,3900000,14600000,2,9200000,4000000,14600000,5400000,1,3.7435897435897436,33200000,2.2739726027397262,2
